fips,state,county_state,year,overall_food_insecurity_rate,number_of_food_insecure_persons_overall,food_insecurity_rate_among_black_persons_all_ethnicities,food_insecurity_rate_among_hispanic_persons_any_race,food_insecurity_rate_among_white_non_hispanic_persons,snap_threshold,percent_fi_snap_threshold,percent_fi_snap_threshold_2,child_food_insecurity_rate,number_of_food_insecure_children,percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl,percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl,cost_per_meal,weighted_weekly_needed_by_fi,weighted_annual_food_budget_shortfall,ruc_code,percent_of_all_people_in_poverty_2023,percent_of_all_people_in_poverty_90_percent_confidence_inrerval_lower_bound,percent_of_people_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,percent_of_childen_ages_0_17_in_poverty_2023,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_lower_bound,percent_of_childen_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_upper_bound,all_people_in_poverty_2023_90_percent_confidence_interval_lower_bound,all_people_in_poverty_2023_90_percent_confidence_interval_upper_bound,children_under_ages_0_17_in_poverty_2023_90_percent_confidence_interval_of_estimate_lower_bound,childen_ages_0_17_in_poverty_2023_upper_bound,percent_all_people_in_poverty_2023,lower_bound_all_people_in_poverty_2023,upper_bound_all_people_in_poverty_2023,percent_children_ages_0_17_in_poverty_2023,lower_bound_children_ages_0_17_in_poverty_2023,upper_bound_children_ages_0_17_in_poverty_2023,rural_urban_continuum_code_2023,urban_influence_code_2013,metro_2023,civilian_labor_force_2000,employed_2000,unemployed_2000,unemployment_rate_2000,civilian_labor_force_2001,employed_2001,unemployed_2001,unemployment_rate_2001,civilian_labor_force_2002,employed_2002,unemployed_2002,unemployment_rate_2002,civilian_labor_force_2003,employed_2003,unemployed_2003,unemployment_rate_2003,civilian_labor_force_2004,employed_2004,unemployed_2004,unemployment_rate_2004,civilian_labor_force_2005,employed_2005,unemployed_2005,unemployment_rate_2005,civilian_labor_force_2006,employed_2006,unemployed_2006,unemployment_rate_2006,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,civilian_labor_force_2019,employed_2019,unemployed_2019,unemployment_rate_2019,civilian_labor_force_2020,employed_2020,unemployed_2020,unemployment_rate_2020,civilian_labor_force_2021,employed_2021,unemployed_2021,unemployment_rate_2021,civilian_labor_force_2022,employed_2022,unemployed_2022,unemployment_rate_2022,civilian_labor_force_2023,employed_2023,unemployed_2023,unemployment_rate_2023,median_household_income_2022,med_hh_income_percent_of_state_total_2022,na,na_2,na_3,na_4,x1970,x1970_2,x1,x1970_3,na_5,na_6,na_7,na_8,x1980,x1980_2,x1_2,x1980_3,na_9,na_10,na_11,na_12,x1990,x1990_2,x1990_3,x1990_4,na_13,na_14,na_15,na_16,x2000,x2000_2,x2000_3,x2000_4,na_17,na_18,na_19,na_20,x2008,x2008_2,x2008_3,x2008_4,na_21,na_22,na_23,na_24,x2019,x2019_2,x2019_3,x2019_4,na_25,na_26,na_27,na_28
04023,AZ,Santa Cruz,2019,14.6%,6760,NA,19%,11%,185%,100%,0%,22.6%,2880,91%,10%,$2.64,$14.90,"$3,056,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16.8,23.4,28.8,21.8,35.8,6,5,0,14755,13539,1216,8.2,15061,13745,1316,8.7,15349,13780,1569,10.2,15667,14165,1502,9.6,15564,14093,1471,9.5,15930,14560,1370,8.6,16650,15353,1297,7.8,17058,15828,1230,7.2,17783,15930,1853,10.4,18564,15704,2860,15.4,20917,17748,3169,15.2,20567,17407,3160,15.4,20293,17157,3136,15.5,20355,17210,3145,15.5,20422,17777,2645,13,19986,17687,2299,11.5,19282,17317,1965,10.2,18601,16816,1785,9.6,18714,16997,1717,9.2,18998,17364,1634,8.6,18862,16724,2138,11.3,18888,17221,1667,8.8,18708,17298,1410,7.5,19216,17760,1456,7.6,53467,71.9,5,2,4,6,3934,1553,842,634,56.5,22.3,12.1,9.1,5010,2748,1707,1435,46,25.2,15.7,13.2,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,7930,8277,6811,5504,27.8,29,23.9,19.3,6978,8255,8534,7534,22.3,26.4,27.3,24.1
04023,AZ,Santa Cruz,2020,14.0%,6540,NA,20%,7%,185%,99%,1%,24.0%,3030,90%,10%,$2.72,$14.42,"$2,860,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16.8,23.4,28.8,21.8,35.8,6,5,0,14755,13539,1216,8.2,15061,13745,1316,8.7,15349,13780,1569,10.2,15667,14165,1502,9.6,15564,14093,1471,9.5,15930,14560,1370,8.6,16650,15353,1297,7.8,17058,15828,1230,7.2,17783,15930,1853,10.4,18564,15704,2860,15.4,20917,17748,3169,15.2,20567,17407,3160,15.4,20293,17157,3136,15.5,20355,17210,3145,15.5,20422,17777,2645,13,19986,17687,2299,11.5,19282,17317,1965,10.2,18601,16816,1785,9.6,18714,16997,1717,9.2,18998,17364,1634,8.6,18862,16724,2138,11.3,18888,17221,1667,8.8,18708,17298,1410,7.5,19216,17760,1456,7.6,53467,71.9,5,2,4,6,3934,1553,842,634,56.5,22.3,12.1,9.1,5010,2748,1707,1435,46,25.2,15.7,13.2,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,7930,8277,6811,5504,27.8,29,23.9,19.3,6978,8255,8534,7534,22.3,26.4,27.3,24.1
04023,AZ,Santa Cruz,2021,13.2%,6280,NA,17%,7%,185%,85%,15%,18.4%,2370,75%,25%,$3.00,$17.46,"$3,326,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16.8,23.4,28.8,21.8,35.8,6,5,0,14755,13539,1216,8.2,15061,13745,1316,8.7,15349,13780,1569,10.2,15667,14165,1502,9.6,15564,14093,1471,9.5,15930,14560,1370,8.6,16650,15353,1297,7.8,17058,15828,1230,7.2,17783,15930,1853,10.4,18564,15704,2860,15.4,20917,17748,3169,15.2,20567,17407,3160,15.4,20293,17157,3136,15.5,20355,17210,3145,15.5,20422,17777,2645,13,19986,17687,2299,11.5,19282,17317,1965,10.2,18601,16816,1785,9.6,18714,16997,1717,9.2,18998,17364,1634,8.6,18862,16724,2138,11.3,18888,17221,1667,8.8,18708,17298,1410,7.5,19216,17760,1456,7.6,53467,71.9,5,2,4,6,3934,1553,842,634,56.5,22.3,12.1,9.1,5010,2748,1707,1435,46,25.2,15.7,13.2,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,7930,8277,6811,5504,27.8,29,23.9,19.3,6978,8255,8534,7534,22.3,26.4,27.3,24.1
04023,AZ,Santa Cruz,2022,17.6%,8430,NA,23%,11%,185%,83%,17%,22.6%,2850,70%,30%,$3.31,$20.49,"$5,238,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16.8,23.4,28.8,21.8,35.8,6,5,0,14755,13539,1216,8.2,15061,13745,1316,8.7,15349,13780,1569,10.2,15667,14165,1502,9.6,15564,14093,1471,9.5,15930,14560,1370,8.6,16650,15353,1297,7.8,17058,15828,1230,7.2,17783,15930,1853,10.4,18564,15704,2860,15.4,20917,17748,3169,15.2,20567,17407,3160,15.4,20293,17157,3136,15.5,20355,17210,3145,15.5,20422,17777,2645,13,19986,17687,2299,11.5,19282,17317,1965,10.2,18601,16816,1785,9.6,18714,16997,1717,9.2,18998,17364,1634,8.6,18862,16724,2138,11.3,18888,17221,1667,8.8,18708,17298,1410,7.5,19216,17760,1456,7.6,53467,71.9,5,2,4,6,3934,1553,842,634,56.5,22.3,12.1,9.1,5010,2748,1707,1435,46,25.2,15.7,13.2,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,7930,8277,6811,5504,27.8,29,23.9,19.3,6978,8255,8534,7534,22.3,26.4,27.3,24.1
04023,AZ,Santa Cruz,2023,18.6%,8960,NA,25%,12%,185%,81%,19%,20.9%,2630,75%,25%,$2.94,$18.39,"$4,999,000",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,16.8,23.4,28.8,21.8,35.8,6,5,0,14755,13539,1216,8.2,15061,13745,1316,8.7,15349,13780,1569,10.2,15667,14165,1502,9.6,15564,14093,1471,9.5,15930,14560,1370,8.6,16650,15353,1297,7.8,17058,15828,1230,7.2,17783,15930,1853,10.4,18564,15704,2860,15.4,20917,17748,3169,15.2,20567,17407,3160,15.4,20293,17157,3136,15.5,20355,17210,3145,15.5,20422,17777,2645,13,19986,17687,2299,11.5,19282,17317,1965,10.2,18601,16816,1785,9.6,18714,16997,1717,9.2,18998,17364,1634,8.6,18862,16724,2138,11.3,18888,17221,1667,8.8,18708,17298,1410,7.5,19216,17760,1456,7.6,53467,71.9,5,2,4,6,3934,1553,842,634,56.5,22.3,12.1,9.1,5010,2748,1707,1435,46,25.2,15.7,13.2,7124,4244,3483,1799,42.8,25.5,20.9,10.8,8830,5124,5089,3402,39.3,22.8,22.7,15.2,7930,8277,6811,5504,27.8,29,23.9,19.3,6978,8255,8534,7534,22.3,26.4,27.3,24.1
04027,AZ,Yuma,2019,18.2%,38200,21%,18%,12%,185%,86%,14%,29.5%,15710,88%,12%,$2.80,$15.81,"$18,314,000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.3,18.5,23,18.1,27.9,3,2,1,64393,53819,10574,16.4,65374,54543,10831,16.6,69319,57451,11868,17.1,72729,60378,12351,17,73482,61978,11504,15.7,75545,63556,11989,15.9,77446,65636,11810,15.2,78208,67478,10730,13.7,83416,68876,14540,17.4,87485,67830,19655,22.5,92909,69699,23210,25,92260,70065,22195,24.1,94613,72028,22585,23.9,95948,71342,24606,25.6,93996,72444,21552,22.9,94249,73736,20513,21.8,94671,76590,18081,19.1,93326,77245,16081,17.2,94341,78393,15948,16.9,97017,80867,16150,16.6,95258,78941,16317,17.1,93520,81293,12227,13.1,97522,85370,12152,12.5,98597,85581,13016,13.2,54209,72.9,2,4,3,3,14896,8944,3540,2617,49.7,29.8,11.8,8.7,18964,16892,8146,5377,38.4,34.2,16.5,10.9,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,34101,29975,38617,16929,28.5,25.1,32.3,14.2,31462,35997,44758,22452,23.4,26.7,33.2,16.7
04027,AZ,Yuma,2020,16.2%,34400,23%,18%,10%,185%,87%,13%,28.3%,15110,83%,17%,$2.86,$15.18,"$15,843,000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.3,18.5,23,18.1,27.9,3,2,1,64393,53819,10574,16.4,65374,54543,10831,16.6,69319,57451,11868,17.1,72729,60378,12351,17,73482,61978,11504,15.7,75545,63556,11989,15.9,77446,65636,11810,15.2,78208,67478,10730,13.7,83416,68876,14540,17.4,87485,67830,19655,22.5,92909,69699,23210,25,92260,70065,22195,24.1,94613,72028,22585,23.9,95948,71342,24606,25.6,93996,72444,21552,22.9,94249,73736,20513,21.8,94671,76590,18081,19.1,93326,77245,16081,17.2,94341,78393,15948,16.9,97017,80867,16150,16.6,95258,78941,16317,17.1,93520,81293,12227,13.1,97522,85370,12152,12.5,98597,85581,13016,13.2,54209,72.9,2,4,3,3,14896,8944,3540,2617,49.7,29.8,11.8,8.7,18964,16892,8146,5377,38.4,34.2,16.5,10.9,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,34101,29975,38617,16929,28.5,25.1,32.3,14.2,31462,35997,44758,22452,23.4,26.7,33.2,16.7
04027,AZ,Yuma,2021,14.6%,29710,20%,15%,10%,185%,80%,20%,21.2%,10930,75%,25%,$3.21,$18.70,"$16,853,000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.3,18.5,23,18.1,27.9,3,2,1,64393,53819,10574,16.4,65374,54543,10831,16.6,69319,57451,11868,17.1,72729,60378,12351,17,73482,61978,11504,15.7,75545,63556,11989,15.9,77446,65636,11810,15.2,78208,67478,10730,13.7,83416,68876,14540,17.4,87485,67830,19655,22.5,92909,69699,23210,25,92260,70065,22195,24.1,94613,72028,22585,23.9,95948,71342,24606,25.6,93996,72444,21552,22.9,94249,73736,20513,21.8,94671,76590,18081,19.1,93326,77245,16081,17.2,94341,78393,15948,16.9,97017,80867,16150,16.6,95258,78941,16317,17.1,93520,81293,12227,13.1,97522,85370,12152,12.5,98597,85581,13016,13.2,54209,72.9,2,4,3,3,14896,8944,3540,2617,49.7,29.8,11.8,8.7,18964,16892,8146,5377,38.4,34.2,16.5,10.9,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,34101,29975,38617,16929,28.5,25.1,32.3,14.2,31462,35997,44758,22452,23.4,26.7,33.2,16.7
04027,AZ,Yuma,2022,18.8%,38510,27%,20%,13%,185%,80%,20%,26.2%,13430,75%,25%,$3.57,$22.12,"$25,836,000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.3,18.5,23,18.1,27.9,3,2,1,64393,53819,10574,16.4,65374,54543,10831,16.6,69319,57451,11868,17.1,72729,60378,12351,17,73482,61978,11504,15.7,75545,63556,11989,15.9,77446,65636,11810,15.2,78208,67478,10730,13.7,83416,68876,14540,17.4,87485,67830,19655,22.5,92909,69699,23210,25,92260,70065,22195,24.1,94613,72028,22585,23.9,95948,71342,24606,25.6,93996,72444,21552,22.9,94249,73736,20513,21.8,94671,76590,18081,19.1,93326,77245,16081,17.2,94341,78393,15948,16.9,97017,80867,16150,16.6,95258,78941,16317,17.1,93520,81293,12227,13.1,97522,85370,12152,12.5,98597,85581,13016,13.2,54209,72.9,2,4,3,3,14896,8944,3540,2617,49.7,29.8,11.8,8.7,18964,16892,8146,5377,38.4,34.2,16.5,10.9,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,34101,29975,38617,16929,28.5,25.1,32.3,14.2,31462,35997,44758,22452,23.4,26.7,33.2,16.7
04027,AZ,Yuma,2023,19.5%,40550,32%,22%,14%,185%,75%,25%,24.3%,12520,78%,22%,$3.19,$19.92,"$24,501,000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,13.3,18.5,23,18.1,27.9,3,2,1,64393,53819,10574,16.4,65374,54543,10831,16.6,69319,57451,11868,17.1,72729,60378,12351,17,73482,61978,11504,15.7,75545,63556,11989,15.9,77446,65636,11810,15.2,78208,67478,10730,13.7,83416,68876,14540,17.4,87485,67830,19655,22.5,92909,69699,23210,25,92260,70065,22195,24.1,94613,72028,22585,23.9,95948,71342,24606,25.6,93996,72444,21552,22.9,94249,73736,20513,21.8,94671,76590,18081,19.1,93326,77245,16081,17.2,94341,78393,15948,16.9,97017,80867,16150,16.6,95258,78941,16317,17.1,93520,81293,12227,13.1,97522,85370,12152,12.5,98597,85581,13016,13.2,54209,72.9,2,4,3,3,14896,8944,3540,2617,49.7,29.8,11.8,8.7,18964,16892,8146,5377,38.4,34.2,16.5,10.9,22111,16549,16342,8022,35.1,26.3,25.9,12.7,33397,25134,27580,11569,34.2,25.7,28.2,11.8,34101,29975,38617,16929,28.5,25.1,32.3,14.2,31462,35997,44758,22452,23.4,26.7,33.2,16.7
06025,CA,Imperial,2019,19.1%,34580,27%,19%,10%,200%,92%,8%,31.0%,16060,80%,20%,$2.75,$15.49,"$16,251,000",3,17.3,14.6,20,22.1,16.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,55945,46291,9654,17.3,55481,46598,8883,16,57290,48650,8640,15.1,58740,49493,9247,15.7,59445,49310,10135,17,60583,50934,9649,15.9,63109,53393,9716,15.4,65955,54157,11798,17.9,72509,56114,16395,22.6,76558,54882,21676,28.3,79098,55836,23262,29.4,79611,56301,23310,29.3,79347,57355,21992,27.7,78165,58391,19774,25.3,78264,59281,18983,24.3,76750,57864,18886,24.6,75186,56998,18188,24.2,72049,57886,14163,19.7,71112,57756,13356,18.8,73545,58295,15250,20.7,71538,55364,16174,22.6,68865,56838,12027,17.5,69936,59517,10419,14.9,73294,60637,12657,17.3,55523,60.7,2,4,3,3,20636,8924,4029,2662,56.9,24.6,11.1,7.3,23647,11906,7943,4616,49.1,24.7,16.5,9.6,28510,12268,14196,5936,46.8,20.1,23.3,9.7,34258,18378,22355,8641,41,22,26.7,10.3,37433,22418,30019,13669,36.2,21.7,29,13.2,31132,28625,33021,17804,28.2,25.9,29.9,16.1
06025,CA,Imperial,2020,19.0%,34270,25%,20%,7%,200%,85%,15%,32.7%,16930,78%,22%,$2.85,$15.15,"$15,746,000",3,17.3,14.6,20,22.1,16.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,55945,46291,9654,17.3,55481,46598,8883,16,57290,48650,8640,15.1,58740,49493,9247,15.7,59445,49310,10135,17,60583,50934,9649,15.9,63109,53393,9716,15.4,65955,54157,11798,17.9,72509,56114,16395,22.6,76558,54882,21676,28.3,79098,55836,23262,29.4,79611,56301,23310,29.3,79347,57355,21992,27.7,78165,58391,19774,25.3,78264,59281,18983,24.3,76750,57864,18886,24.6,75186,56998,18188,24.2,72049,57886,14163,19.7,71112,57756,13356,18.8,73545,58295,15250,20.7,71538,55364,16174,22.6,68865,56838,12027,17.5,69936,59517,10419,14.9,73294,60637,12657,17.3,55523,60.7,2,4,3,3,20636,8924,4029,2662,56.9,24.6,11.1,7.3,23647,11906,7943,4616,49.1,24.7,16.5,9.6,28510,12268,14196,5936,46.8,20.1,23.3,9.7,34258,18378,22355,8641,41,22,26.7,10.3,37433,22418,30019,13669,36.2,21.7,29,13.2,31132,28625,33021,17804,28.2,25.9,29.9,16.1
06025,CA,Imperial,2021,17.0%,30630,NA,18%,8%,200%,85%,15%,24.5%,12710,69%,31%,$3.15,$18.37,"$17,064,000",3,17.3,14.6,20,22.1,16.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,55945,46291,9654,17.3,55481,46598,8883,16,57290,48650,8640,15.1,58740,49493,9247,15.7,59445,49310,10135,17,60583,50934,9649,15.9,63109,53393,9716,15.4,65955,54157,11798,17.9,72509,56114,16395,22.6,76558,54882,21676,28.3,79098,55836,23262,29.4,79611,56301,23310,29.3,79347,57355,21992,27.7,78165,58391,19774,25.3,78264,59281,18983,24.3,76750,57864,18886,24.6,75186,56998,18188,24.2,72049,57886,14163,19.7,71112,57756,13356,18.8,73545,58295,15250,20.7,71538,55364,16174,22.6,68865,56838,12027,17.5,69936,59517,10419,14.9,73294,60637,12657,17.3,55523,60.7,2,4,3,3,20636,8924,4029,2662,56.9,24.6,11.1,7.3,23647,11906,7943,4616,49.1,24.7,16.5,9.6,28510,12268,14196,5936,46.8,20.1,23.3,9.7,34258,18378,22355,8641,41,22,26.7,10.3,37433,22418,30019,13669,36.2,21.7,29,13.2,31132,28625,33021,17804,28.2,25.9,29.9,16.1
06025,CA,Imperial,2022,21.0%,37760,24%,25%,11%,200%,85%,15%,28.2%,14370,70%,30%,$3.48,$21.56,"$24,693,000",3,17.3,14.6,20,22.1,16.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,55945,46291,9654,17.3,55481,46598,8883,16,57290,48650,8640,15.1,58740,49493,9247,15.7,59445,49310,10135,17,60583,50934,9649,15.9,63109,53393,9716,15.4,65955,54157,11798,17.9,72509,56114,16395,22.6,76558,54882,21676,28.3,79098,55836,23262,29.4,79611,56301,23310,29.3,79347,57355,21992,27.7,78165,58391,19774,25.3,78264,59281,18983,24.3,76750,57864,18886,24.6,75186,56998,18188,24.2,72049,57886,14163,19.7,71112,57756,13356,18.8,73545,58295,15250,20.7,71538,55364,16174,22.6,68865,56838,12027,17.5,69936,59517,10419,14.9,73294,60637,12657,17.3,55523,60.7,2,4,3,3,20636,8924,4029,2662,56.9,24.6,11.1,7.3,23647,11906,7943,4616,49.1,24.7,16.5,9.6,28510,12268,14196,5936,46.8,20.1,23.3,9.7,34258,18378,22355,8641,41,22,26.7,10.3,37433,22418,30019,13669,36.2,21.7,29,13.2,31132,28625,33021,17804,28.2,25.9,29.9,16.1
06025,CA,Imperial,2023,21.6%,38670,27%,26%,14%,200%,87%,13%,25.7%,13150,77%,23%,$3.06,$19.15,"$22,464,000",3,17.3,14.6,20,22.1,16.7,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,55945,46291,9654,17.3,55481,46598,8883,16,57290,48650,8640,15.1,58740,49493,9247,15.7,59445,49310,10135,17,60583,50934,9649,15.9,63109,53393,9716,15.4,65955,54157,11798,17.9,72509,56114,16395,22.6,76558,54882,21676,28.3,79098,55836,23262,29.4,79611,56301,23310,29.3,79347,57355,21992,27.7,78165,58391,19774,25.3,78264,59281,18983,24.3,76750,57864,18886,24.6,75186,56998,18188,24.2,72049,57886,14163,19.7,71112,57756,13356,18.8,73545,58295,15250,20.7,71538,55364,16174,22.6,68865,56838,12027,17.5,69936,59517,10419,14.9,73294,60637,12657,17.3,55523,60.7,2,4,3,3,20636,8924,4029,2662,56.9,24.6,11.1,7.3,23647,11906,7943,4616,49.1,24.7,16.5,9.6,28510,12268,14196,5936,46.8,20.1,23.3,9.7,34258,18378,22355,8641,41,22,26.7,10.3,37433,22418,30019,13669,36.2,21.7,29,13.2,31132,28625,33021,17804,28.2,25.9,29.9,16.1
06073,CA,San Diego,2019,9.2%,305100,19%,14%,7%,200%,72%,28%,11.7%,84370,70%,30%,$3.47,$19.53,"$180,727,000",1,10.1,9.5,10.7,11.6,10.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1375223,1322119,53104,3.9,1405911,1346728,59183,4.2,1442325,1367542,74783,5.2,1457231,1380708,76523,5.3,1478132,1408251,69881,4.7,1490071,1426095,63976,4.3,1498544,1439206,59338,4,1517503,1449165,68338,4.5,1546617,1453044,93573,6.1,1561162,1408178,152984,9.8,1515862,1348833,167029,11,1521745,1361865,159880,10.5,1536925,1394274,142651,9.3,1537644,1415625,122019,7.9,1537512,1437398,100114,6.5,1548794,1467686,81108,5.2,1563246,1489143,74103,4.7,1570791,1507180,63611,4,1579787,1526622,53165,3.4,1580775,1529389,51386,3.3,1544298,1399329,144969,9.4,1544408,1444339,100069,6.5,1578463,1523260,55203,3.5,1596432,1534417,62015,3.9,98365,107.5,1,1,1,1,239165,240208,113732,96174,34.7,34.8,16.5,14,236104,355635,257648,223845,22,33.1,24,20.9,281660,354882,527450,394090,18.1,22.8,33.9,25.3,308849,352040,588927,523511,17.4,19.9,33.2,29.5,293575,382108,643350,691991,14.6,19,32,34.4,249203,407232,657624,955076,11,17.9,29,42.1
06073,CA,San Diego,2020,10.1%,336190,20%,15%,5%,200%,68%,32%,14.2%,102300,67%,33%,$3.70,$19.62,"$200,073,000",1,10.1,9.5,10.7,11.6,10.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1375223,1322119,53104,3.9,1405911,1346728,59183,4.2,1442325,1367542,74783,5.2,1457231,1380708,76523,5.3,1478132,1408251,69881,4.7,1490071,1426095,63976,4.3,1498544,1439206,59338,4,1517503,1449165,68338,4.5,1546617,1453044,93573,6.1,1561162,1408178,152984,9.8,1515862,1348833,167029,11,1521745,1361865,159880,10.5,1536925,1394274,142651,9.3,1537644,1415625,122019,7.9,1537512,1437398,100114,6.5,1548794,1467686,81108,5.2,1563246,1489143,74103,4.7,1570791,1507180,63611,4,1579787,1526622,53165,3.4,1580775,1529389,51386,3.3,1544298,1399329,144969,9.4,1544408,1444339,100069,6.5,1578463,1523260,55203,3.5,1596432,1534417,62015,3.9,98365,107.5,1,1,1,1,239165,240208,113732,96174,34.7,34.8,16.5,14,236104,355635,257648,223845,22,33.1,24,20.9,281660,354882,527450,394090,18.1,22.8,33.9,25.3,308849,352040,588927,523511,17.4,19.9,33.2,29.5,293575,382108,643350,691991,14.6,19,32,34.4,249203,407232,657624,955076,11,17.9,29,42.1
06073,CA,San Diego,2021,9.0%,297010,20%,13%,6%,200%,66%,34%,11.1%,79510,66%,34%,$3.95,$23.00,"$207,187,000",1,10.1,9.5,10.7,11.6,10.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1375223,1322119,53104,3.9,1405911,1346728,59183,4.2,1442325,1367542,74783,5.2,1457231,1380708,76523,5.3,1478132,1408251,69881,4.7,1490071,1426095,63976,4.3,1498544,1439206,59338,4,1517503,1449165,68338,4.5,1546617,1453044,93573,6.1,1561162,1408178,152984,9.8,1515862,1348833,167029,11,1521745,1361865,159880,10.5,1536925,1394274,142651,9.3,1537644,1415625,122019,7.9,1537512,1437398,100114,6.5,1548794,1467686,81108,5.2,1563246,1489143,74103,4.7,1570791,1507180,63611,4,1579787,1526622,53165,3.4,1580775,1529389,51386,3.3,1544298,1399329,144969,9.4,1544408,1444339,100069,6.5,1578463,1523260,55203,3.5,1596432,1534417,62015,3.9,98365,107.5,1,1,1,1,239165,240208,113732,96174,34.7,34.8,16.5,14,236104,355635,257648,223845,22,33.1,24,20.9,281660,354882,527450,394090,18.1,22.8,33.9,25.3,308849,352040,588927,523511,17.4,19.9,33.2,29.5,293575,382108,643350,691991,14.6,19,32,34.4,249203,407232,657624,955076,11,17.9,29,42.1
06073,CA,San Diego,2022,10.9%,358890,24%,18%,8%,200%,61%,39%,14.5%,101420,60%,40%,$4.34,$26.89,"$292,784,000",1,10.1,9.5,10.7,11.6,10.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1375223,1322119,53104,3.9,1405911,1346728,59183,4.2,1442325,1367542,74783,5.2,1457231,1380708,76523,5.3,1478132,1408251,69881,4.7,1490071,1426095,63976,4.3,1498544,1439206,59338,4,1517503,1449165,68338,4.5,1546617,1453044,93573,6.1,1561162,1408178,152984,9.8,1515862,1348833,167029,11,1521745,1361865,159880,10.5,1536925,1394274,142651,9.3,1537644,1415625,122019,7.9,1537512,1437398,100114,6.5,1548794,1467686,81108,5.2,1563246,1489143,74103,4.7,1570791,1507180,63611,4,1579787,1526622,53165,3.4,1580775,1529389,51386,3.3,1544298,1399329,144969,9.4,1544408,1444339,100069,6.5,1578463,1523260,55203,3.5,1596432,1534417,62015,3.9,98365,107.5,1,1,1,1,239165,240208,113732,96174,34.7,34.8,16.5,14,236104,355635,257648,223845,22,33.1,24,20.9,281660,354882,527450,394090,18.1,22.8,33.9,25.3,308849,352040,588927,523511,17.4,19.9,33.2,29.5,293575,382108,643350,691991,14.6,19,32,34.4,249203,407232,657624,955076,11,17.9,29,42.1
